label_0	label_1	label_2	label_3	label_4	label_5	label_6	label_7	label_8	label_9	label_10	label_11	text_a
0	0	0	0	0	0	0	1	0	0	0	1	慰蒋文学思归,异地同为客，如君最系思。眼穿垂暮日，愁剧未归时。燧色连青海，乡心满绛帷。春风将改岁，桃李又花期。
1	1	0	0	0	0	0	0	0	0	0	1	浣溪沙 永宁病起将归,听彻晨鸡又暮鸦。病来帘外即天涯。明朝才得问归槎。客路纵遥终会到，他乡须好不如家。江门春水照江花。
1	0	0	0	0	0	0	0	0	0	1	1	秋日偶题,荷花兼柳叶，彼此不胜秋。玉露滴初泣，金风吹更愁。绿眉甘弃坠，红脸恨飘流。叹息是游子，少年还白头。
0	1	0	0	0	0	0	0	0	0	0	1	迎春,乡心撩乱入春先，客里从春六度然。历历风云同记睹，悠悠日月异周旋。销磨旅腊增梅恨，倾盖京华问柳缘。蚤晚烟光人世满，不知绮语向谁传。
1	1	0	0	0	0	0	0	0	0	0	1	王孙游,桂树他乡少，王孙故国稀。天涯春草遍，处处待人归。
1	0	0	0	0	0	0	1	0	1	0	0	忆上海令黄子律,独坐看新月，长吟忆故人。婵娟同此夜，离别又经春。白发催人老，青山入梦频。无由一相见，顾影倍伤神。
1	1	0	0	0	0	0	0	0	0	0	1	其二,旅夕逢三五，维舟近卜林。山僧供素品，晚酌佐情深。夜寂风生袖，月移岸徙阴。亭杯不可问，此夕他乡心。
0	0	0	0	0	0	1	1	0	0	0	1	赋得新月,团团故园月，微钩画云端。孤舟天际来，湖波正瀰漫。但念时节流，不畏道途难。晚树齐弄色，晴飙骤生寒。归鸟哺高林，稚子迎门欢。梦中倏先至，相思强加餐。
1	0	0	0	0	0	0	0	0	0	0	1	元日,客里逢元日，遥怜乡信稀。慈亲应有念，游子未能归。江上雪初霁，天边云乱飞。酒杯那忍醉，搔首对春晖。
0	0	1	1	0	0	0	0	0	0	0	1	其三,风急营中忽夜惊，误将军出获胡兵。黄龙戍卒归无日，白马将军幸有名。
0	1	0	0	0	0	0	0	0	0	0	1	旅怀,雪貌潜凋雪发生，故园魂断弟兼兄。十年除夜在孤馆，万里一身求大名。空有新诗高华岳，已无丹恳出秦城。侯门莫问曾游处，槐柳影中肝胆倾。
1	0	0	0	0	0	0	0	0	0	0	1	蒋侍御毅所尊公以大尹致政寿日寄贺,忽传海外来青鸟，行庆杯中映紫霞。芳草伴人频作客，白云何处倍思家。已知陶令归餐菊，犹似潘郎学种花。遥想鹿门当此日，含情游子在天涯。
0	0	0	0	0	0	0	1	0	0	0	1	其八,故园春物有谁同，地尽天垂杳蔼中。杏火柳烟烧白昼，茶枪笋槊战东风。桥横酒市青帘出，门对鱼矶小艇通。谁信南阳楼上客，翩翩归羽欲飞空。
1	0	0	0	0	0	0	0	0	0	0	1	舟中风便,一席清风游子归，扁舟轻逐浪痕西。浊醪满饮诗情快，尽揽江山入醉题。
1	0	0	0	0	0	0	0	0	0	0	1	益都城北三十里有邮亭名白羊铺壁间石刻张梦臣学士诗一首乃至大辛亥未第时所作其诗曰迢迢长日路途间两字功名抵死难岂为身荣爱奔竞正缘亲老逼饥寒云霄附凤心徒壮客馆无鱼铗自弹百亩薄田容易办也应无梦到长安仆因次韵书事,巉岩路尽困泥间，一步犹如百步难。渐见云开天日近，何嫌岁晚雪霜寒。客中野饭身偏健，车上冠尘手屡弹。最是慈亲念游子，久无书信报平安。
0	0	0	0	0	1	0	0	0	0	0	1	共友人看花,愁将万里身，来伴看花人。何事独惆怅，故园还又春。
1	0	0	0	0	0	0	0	0	0	0	1	其二,东南岩壑窅，游子欲何之？野鸟惊飞疾，溪船逆上迟。放怀须醉酒，对景漫题诗。王谢经行处，萧条似旧时。
1	0	0	0	0	0	0	0	0	0	0	1	江行有怀,醉起意不尽，江边寻杜蘅。折来何所寄，游子在西京。一别三春晚，穷年百虑生。日斜空怅望，一水隔盈盈。
1	0	0	0	0	0	0	1	0	0	0	1	忆菊叠前韵,小园自荣秋，三径满松菊。每逢佳节至，赏花酒盈斛。出游岂在远，已觉隔芳馥。百里望家山，白云常翳目。连年事奔走，舟车疲水陆。游子感飘蓬，美人怨幽独。插花空搔头，餐英亦负腹。胡不趁花开，归言驾白鹿。延年举寿觞，菽水甘于肉。
0	1	0	0	0	0	0	0	0	0	0	1	二月十日还南昌西山上冢取城北驰道至下关待船作,向夕云霞袅袅生，独携酸泪出春城。连陂丛竹高桥暗，十里垂杨大道晴。早晚楼船寒海气，东南形胜怒江声。乡心直与夜潮上，白石青松喻此情。
0	1	0	0	0	0	0	0	0	1	0	0	题钱德钧水村隐居图（事详本传）,一片宽閒景，波涵万顷天。雁飞秋影外，树倚夕阳边。山色来窗牖，溪声自管弦。何当明月夜，著我钓鱼船。
1	0	0	0	0	1	0	0	0	0	0	1	其二,高楼一目尽吴天，抚景题诗独怅然。功业敢誇犹在后，聪明已愧不如前。思乡欲敛江湖迹，避暑期登泰华巅。翘首不堪心事切，迢迢亲舍白云边。
1	0	0	0	0	0	0	0	0	0	0	1	赏菊二首① 其一,去年买菊自扬州，今日花开汝远游。伴我衰年同瘦影，羡他傲骨耐深秋。高风独向篱边寄，游子何堪岭外留。料得南枝梅放早，平安幸慰倚闾愁。
1	1	0	0	0	0	0	0	0	0	0	1	其四,节序逢青女，他乡未授衣。颜容愁里改，形影梦中归。此日徒餐菊，何山可采薇。却怜同病者，迢递暮云飞。
0	0	0	0	0	1	0	0	0	0	0	1	乾道初予自临川归钟陵李德远范周士送别于西津是日宿战平风雨终夕今自临川之高安复以雨中宿战平怅然感怀①二首 其一,故人已作山头土，倦客犹鄣陌上尘。十五年间真一梦，又骑羸马涉西津。
1	0	0	0	0	0	0	0	0	0	0	1	月池彭母挽诗（二首士扬之母） 其一,七十人间世，婺居四十馀。冰霜明妇节，灯火课儿书。堂掩春晖暗，乌啼夜月虚。白头游子泪，和血洒衣裾。
0	1	0	0	0	0	0	0	0	0	0	1	村居,日日幽斋里，残书只自摊。筋骸谢客便，乡土定交难。湿酿苔衣厚，寒攻练袷单。悠悠堪自厌，花鸟叹春残。
1	0	0	0	0	0	0	0	0	0	0	1	其四,华发思乡去苦迟，人民城郭总成非。九原可作吾谁与，三径就荒胡不归。诗思寂寥无腹稿，病躯憔悴减腰围。有时梦与钟期遇，閒拂枯桐按玉徽。
0	0	0	0	0	0	0	0	0	0	1	1	送胡昌世比部转饷辽阳便道归五岭,夜夜旄头照海天，辽阳杀气镇相缠。枕戈谁念三军苦，转饷俄腾万灶烟。塞雪近关看破腊，岭梅迎马报新年。相如拥传多光彩，岂羡乘槎到日边。
0	0	0	0	0	0	0	0	1	0	0	1	海棠,今日春已半，风雨停出游。瓶中海棠花，数酌相献酬。尚想锦官城，花时乐事稠。金鞭过南市，红烛宴西楼。千林誇盛丽，一枝赏纤柔。狂吟恨未工，烂醉死即休。那知茅檐底，白发见花愁。花亦如病姝，掩抑向客羞。尤物终动人，要非桃杏俦。东风万里恨，浩荡不可收。
0	1	0	0	0	1	1	0	0	0	0	0	江东歌,三山江上翠崔峨，草绿风烟春气和。天宫缭绕金陵麓，人家映带秦淮河。回廊屈曲通晴雨，驰道流离莹月波。南中富乐风尘少，天下娱游子弟多。悠悠满目经时岁，忽忽盈怀阻啸歌。意气周郎三国尽，文情庾信六朝过。江南丈夫会早夭，春心不饮荡如何。
0	0	0	0	0	1	1	0	0	0	0	1	寄怀梁唤期,绿阴野色竞相鲜，几度怀君最可怜。一自河梁相隔别，至今鱼雁两茫然。雨馀云树春芳满，月朗关山客梦悬。万里相思情转剧，不堪回首动经年。
0	1	0	0	0	0	0	1	0	0	0	1	偕水村育斋南归初出齐州涂次口占,依人慵作客，结伴且还乡。泺酒无劳劝，山程分外长。离离麰麦熟，细细枣花香。指点停车处，荒林恋夕阳。
0	0	0	0	0	1	0	1	0	0	0	1	其三,丘中有隐士，枯槁不可识。渴饮颍川流，饥餐首阳柏。薜荔为衣裳，兰汤沐芳帻。鹿麋戏左右，猿狖相牵媟。朝引洪崖公，暮延浮丘伯。扬袂涉中洲，落英荡桂楫。我愿从之游，飘忽?无迹。伫望立澧浦，飙风起我侧。揽辔回故乡，白日忽西匿。感彼空冥鸿，翻飞振六翮。
1	0	0	0	0	0	0	0	0	0	0	1	其二,凭轼日以远，流光日以晚。夜望曷旦鸣，夕待牛羊返。寒风动明烛，疑见游子饭。夜梦续晨愁，九秋成偃蹇。
0	1	0	0	0	0	0	0	0	0	0	1	秋闺,秋色透罗帏，寒芳片片飞。蛩吟生暗壁，萤火度空机。闺月流新照，帘霜换故衣。征鸿与荡子，同去不同归。
0	0	0	0	0	1	0	0	0	0	0	1	和马子英见寄韵,十年流落向炎州，判与刘伶作醉游。望国孤忠徒自愤，持身直道更何求。浮云往事惊春梦，落日穷途起暮愁。赖有故人相忆在，遍题尺牍海西头。
1	0	0	0	0	0	0	0	0	0	0	1	其三,露洗空山白玉台，当年金母御风来。涧边瑶草香难歇，洞里碧桃花自开。雨后苔痕侵旧字，座间山影蘸新醅。去家游子愁千种，白纻轻衫谁与裁。
0	0	0	0	0	0	1	1	0	0	0	0	岁晚怀故人,衰髯白尽无添处，病骨癯然欲折时。客抱琴来聊瀹茗，吏封印去又哦诗。山横城上势如压，角动楼头声正悲。零落断鸿书不到，岁残何以慰相思。
1	0	0	0	0	0	0	0	0	0	0	1	?锣潭泛舟,溯去澄流卷去沙，桨声斜日动伊鸦。芒鞋北壁攀苔石，酒榼南江傍荻花。游子笙箫无定处，居人舴艋以为家。请君莫放今宵月，冉冉谁能驻岁华。
1	0	0	0	0	0	0	0	0	0	0	1	甲子1924夏自香移寓鹭屿,平生枉薄邯郸儿，中岁乃作新安客。邓禹何曾解笑人，一身飘泊长镵白。南归休恋故乡鱼，斜日双江秋水隔。妻孥牵衣向我啼，未免忍饥交相谪。
1	1	0	0	0	0	0	0	0	0	0	1	慈母堂前月一首宿晏城作,慈母堂前月，远照关山程。关山远复远，迢迢晏子城。登城一以望，白云千里横。清辉出云际，知共故乡明。安得平安字，一一月中呈。仰镜慈母颜，俯瞰游子行。朗鉴及发肤，危哉慎亏盈。月近慈母远，悠悠游子情。坐爱床前光，无促晨鸡鸣。
1	1	0	0	0	0	0	0	0	0	0	1	客夜怀王英甫,半生江海上，犹未卜菟裘。今夜雁初过，他乡人正愁。青灯孤枕梦，黄叶一庭秋。何日寻归棹，山阴访子猷。
1	0	0	0	0	0	0	0	0	0	0	1	其二,夕阳下山去，缓缓踏春归。欲赋王孙草，恐增游子悲。草亦报春晖，柰何人独非。顾惟苍苍者，弃我竟如遗。霄汉不得上，一枝聊可依。器之真铁汉，谬为世所推。浮云蔽白日，扫除力未衰。誓将缚大帚，为天效一挥。
0	1	0	0	0	0	0	0	0	0	0	1	吕（永嘉本作尹）子光惠牡丹,六年不见故园花，每到花时只自嗟。多谢故人分国艳，尚怜羁旅惜春华。芳菲仙圃烘初日，冷落书窗照暮霞。谁道无情便无恨，祇应也学我思家。
0	0	0	0	0	1	1	0	0	0	0	0	寓榄溪寄妙峰上人且问海云近信 其一,寻师在秋半，忽忽到馀冬。一别榄溪曲，相思荔水踪。荒村围杂树，净室隐深松。犹忆过谈处，微言咒钵龙。
0	0	0	1	0	0	0	0	0	0	1	1	登天①清寺塔,为眼不计脚，攀梯受微辛。半天拍阑干，惊倒地上人。风从万里来，老夫方岸巾。荒荒春浮木，浩浩空纳尘。夕阳差万瓦，赤鲤欲动鳞。须臾暮烟合，青鲂映奫沦。万化本日驰，高处觉眼新。借问龛中仙，坐稳今几辰。俗子书满壁，澹然不生嗔。唯有太行山，修供独殷勤。
1	1	0	0	0	0	0	0	0	0	0	1	其三,官况凄其懒问津，秋光过却愈思亲。浮云苍狗悲游子，白酒黄鸡愧野人。
1	1	0	0	0	0	0	0	0	0	0	1	其三,乐天唐诗杰，子瞻宋文豪。平生宦游事，山水遗清高。何人继芳躅，保障心思劳。坐令百折堤，土木连平皋。虽无百年固，已足千金牢。茫茫荡游子，醉谑空呶呶。
1	1	0	0	0	0	0	0	0	0	0	1	寤言,寤言凄晦百般投，极目空明一带浮。雨点风声凭客受，山心水意倩谁收。烟帆无数争迟速，游子三春自去留。总为时光来悯默，繁云黯?不胜愁。
0	0	1	0	0	0	0	0	0	0	0	1	和谭别驾用杜律秋兴韵四首寄怀刘跃衢年兄,一夜清霜满禁林，江皋云树独森森。轻飙入户逢新霁，凉月浮阶送晚阴。万里江湖灯火梦，百年天地岁寒心。故人相望蒹葭外，长听秋声促暮砧。
1	0	0	0	0	0	0	0	0	0	0	1	其三,一苇安能纵所如，思乡唯望抵金书。欲知双鬓新添雪，恰切江船握别初。
0	0	0	0	0	0	1	0	0	0	0	1	折杨柳,边楼夜笛吹霜月，玉门杨柳边人折。长条短条系相思，故园东风莺啭枝。鸳鸯机上肠应断，绿满天涯人未归。
0	0	0	0	1	0	1	1	0	0	0	1	西归不果，夜登鹤楼,故乡杳何处？相忆路漫漫。皓月当窗出，征人掩泪看。江光千里碧，秋色一楼寒。不作关山客，谁知跋涉难？
0	0	1	1	0	1	0	0	0	0	0	1	秋日书怀,十年客路叹飘蓬，历尽风霜鬓欲空。睡少半疑茶作祟，愁多全觉酒无功。数蛩厌静鸣秋雨，一叶惊寒落晚风。惆怅故园归未得，草荒篱下菊花丛。
1	1	0	0	1	1	0	1	0	1	0	0	别毡帐火炉,忆昨腊月天，北风三尺雪。年老不禁寒，夜长安可彻。赖有青毡帐，风前自张设。复此红火炉，雪中相暖热。如鱼入渊水，似兔藏深穴。婉软蛰鳞苏，温燉冻肌活。方安阴惨夕，遽变阳和节。无奈时候迁，岂是恩情绝。毳?逐日卷，香燎随灰灭。离恨属三春，佳期在十月。但令此身健，不作多时别。
0	0	0	0	0	1	0	1	0	0	0	1	初抵家园,一为江路客，三负故园春。水木谁閒主，禽鱼似避人。庭添初植卉，门迓夙来宾。本是栖迟地，翻令意转新。
0	1	0	0	0	0	0	0	0	0	0	1	同皋旭对月怀沈子佩临别胜集,爱客当年旧隐侯，短亭落日更维舟。临岐细草迷吴角，隔岁残梅下陇头。才子最怜黄绶好，酒人偏爱翠眉愁。年来却笑文通老，别赋时时恋旧游。
0	1	0	0	0	0	0	0	0	0	0	1	送边将还旧镇,易水长城本旧丘，旌旗西上路悠悠。朝吹出塞羌胡笛，夜坐筹边古戍楼。饮马直从青海上，射雕还过黑山头。玉门关外思归老，定远应辞万户侯。
0	0	0	0	0	0	0	1	0	1	0	0	哭李石迭,传来凶讣自中州，此地哭君欲白头。风雨几番入梦寐，功名半世属荒丘。五年离别心犹在，一代英豪事已休。空堕两行忧国泪，柩前一洒意无由。
0	0	0	0	0	0	0	1	0	0	0	1	题姚氏三头牡丹,姚黄容易雒阳观，吾土姚花洗眼看。一抹胭脂匀作艳，千窠蜀锦合成团。春风应笑香心乱，晓日那伤片影单。好为太平图绝瑞，却愁难下彩毫端。
0	0	0	0	0	0	0	0	0	1	0	1	三月闺怨,三月时将尽，空房妾独居。蛾眉愁自结，鬓发没情梳。
0	0	0	0	0	1	0	0	0	0	0	1	喜雨,天乞幽人一夜凉，故教微雨送斜阳。暝阴笼树山更好，爽气侵人土自香。多病不眠唯药裹，居闲长坐只绳床。五年谬作江湖客，几对鲈鱼忆故乡。
0	1	0	0	0	0	0	0	0	0	0	1	听角思归,故园黄叶满青苔，梦后城头晓角哀。此夜断肠人不见，起行残日影徘徊。
0	1	0	0	0	0	0	0	0	0	0	1	石门竹生岩下拳曲无取众方笑之蹈元乃独讽咏嘉叹托物兴怀有古人之风辄用韵以广其志,农丞免官归，门第冷于铁。属国埋边尘，旁观为心折。一朝百僚上，众目仰光洁。贤愚杂平居，高士见错节。君看岩下竹，九曲困岩穴。风雷头角露，歘蔽夏日烈。男儿未盖棺，不用伤歇灭。感物思故人，长吟赖诗杰。
0	1	0	0	0	0	1	0	0	0	0	0	寄潜山学博弟慧,鸿雁分飞忽十年，梦回池草益凄然。蕨薇春好先投绂，苜蓿秋深尚拥毡。望重定衔杨震雀，才雄期著祖生鞭。沽钱莫问今多少，永夜相思各一天。
0	0	1	0	0	0	0	0	0	0	0	1	中秋之夕陈方伯廉夫招饮,画堂红烛照深更，对景相看感至情。秋色正当今夕半，月轮应似故乡明。一樽酩酊忘宾主，四海交游即弟兄。却恐宦途容易别，思君何处可寻盟。
1	1	0	0	0	0	0	0	0	0	0	1	池州道中作,扶杖南归日，思乡益旅愁。如何辞蜀道，又复问吴舟。楚水人千里，秋山月一钩。浮生长作客，到处起离忧。
0	0	0	0	0	0	0	1	0	0	0	1	雪中忆张亨父次宾之韵复用韵写怀 其一,坐看初雪转霏微，已觉尖寒到客衣。岁事半于愁里过，乡心全在梦中归。经秋寥落慵开卷，长日萧条静掩扉。却怪故人音信绝，海天空阔雁来稀。
1	1	0	0	0	0	0	0	0	0	0	1	其十,驰驱思欲迷，恻恻重悽悽。去国悲游子，怀乡梦故妻。断沟科蚪聚，灌木郭公啼。独有平安字，缄封手自题。
1	0	0	0	0	0	0	0	0	0	0	1	潜江书至伤孝丰弟,作吏才弥健，思乡岁再除。雁迎南陆日，书报楚江鱼。骨肉新愁里，风云旧梦馀。丘园堪我老，那更叹居诸。
1	0	0	0	1	0	0	1	0	0	0	1	得李伯实太学书知其移家金陵却寄,天涯久别正销魂，忽尔开缄见泪痕。东粤梅花留去客，南朝芳草待王孙。春风八口依京国，夜月千山梦故园。往事伤心君莫问，台城烟柳易黄昏。
1	1	0	0	0	0	0	0	0	0	0	1	午日高梁桥同门诸君宴集,京陌红尘出郭稀，清江幽竹静相依。拍浮人世浑醒醉，节序他乡有是非。混迹微名惭吏隐，忧时孤剑岂雄飞。江南逐客无消息，一曲离骚易湿衣。
0	0	0	0	0	1	0	1	0	0	0	1	孟城山怀古,一峰突兀大江横，有客登临感慨生。云出终输归岫好，泉流不比在山清。微官已夺当年节，隐士空留万古名。浑似终南旧蹊径，参军枉自负幽情。
1	0	0	0	0	0	0	0	0	0	0	1	渡海,欹枕惊涛白尽头，匆匆残梦堕神州。翻书尚滴儿时泪，去国俄登海上舟。潮落远鸡催晓色，月明南雁集乡愁。春申林际非吾土，回首燕云万里秋。
1	0	0	0	0	0	0	0	0	0	0	1	次韵成季道中 其一,苍然山抱溪，游子意何主。雪残崖下日，风落泉上雨。严陵固莫及，玄英亦堪数。岚静白云深，扁舟过汀渚。
1	1	0	0	0	0	0	0	0	0	0	1	晚过王永叔给谏得香字,西掖重门掩，幽期赴省郎。清言惟散帙，宴坐但闻香。衣润微沾露，庭寒渐履霜。他乡物华暮，小酌兴何长。
0	1	0	0	0	0	0	0	0	0	0	1	锦津舟中对酒别刘善充,锦江烟水星桥渡，惜别愁攀江上树。青青杨柳故乡遥，渺渺征人大荒去。苏武匈奴十九年，谁传书札上林边。北风胡马南枝鸟，肠断当筵蜀国弦。
1	1	0	0	0	0	0	0	0	0	0	1	其三,吾里不识面，他乡喜见君。数朝相款曲，杯酒接慇勤。清挹湘江水，笑开衡岳云。归心逐回雁，转首叹离群。
0	0	0	0	1	0	0	0	0	0	0	1	哭德本弟 其一,十年踪迹故山违，万里间关客路归。本为看云频趣驾，岂知到日独沾衣。秋风鸿雁行中断，春草池塘梦乍非。宦海飘零吾已倦，况堪衰病酹斜晖。
0	0	0	0	0	1	0	1	1	0	0	1	秋柳十二韵,东山娱柱史，群从竹林游。老去攀条惜，情多咏物愁。何堪如此树，无乃不宜秋。露冷三更笛，天涯独客舟。那能怨摇落，重复见风流。世态犹青眼，骚人已白头。感时丝触绪，萦影月当楼。前正诗篇逸，奇姿草圣遒。绮言高落落，波磔偃飕飕。馀荫谁相继，清阴遂莫留。徘徊故园废，惆怅昔贤休。五柳门空在，遗书烂漫收。
1	1	0	0	0	0	0	0	0	0	0	1	其四,寸草春晖报未遑，倚闾无计慰高堂。劝君勿似衡阳雁，偏认他乡作故乡。
0	0	0	0	0	0	1	1	0	1	0	0	寄春卿,相约童稚间，遂成岁寒图。奈何离别多，各自东西隅。我心明月轮，子志青松株。明月千里光，岂为吴越殊。青松四时心，岂为风霜枯。相思不相见，作诗报区区。
0	1	0	0	0	0	0	1	0	0	0	0	村东晚眺二首 其一,兴来信步过东陂，最爱村东物象奇。藤杖穿云秋望处，葛衣沾露夜归时。残声凄断蝉移树，孤影荒寒鹊绕枝。自揣今年还得饱，一川新稻已离离。
1	0	0	0	1	0	0	0	0	0	0	0	登道楼怀石山公,绿发称生今秃翁，道楼犹自故时雄。伤心十载论交地，极目千峰洒泪中。碧海还生杯底月，青山不断笔头风。通家幸汝诸贤在，惭愧知音负乃公。
0	0	0	0	0	0	1	0	0	1	0	0	闺怨 其一,一春心事许谁同，金钥无声柳絮风。怪得枕中黄鸟唤，不知窗外海棠红。
1	1	0	0	0	0	0	0	0	0	0	1	浣溪沙,松竹亭边扇影凉。芰荷风里茗瓯香。浴波鸂鵣总成双。有限烟花供缱绻，无情日月太奔忙。问渠何事滞他乡。
1	1	0	0	0	0	0	0	0	0	0	1	中山七夕次石来韵,他乡七夕今年好，放眼能穷万里天。白露自零官烛外，银河直下海云边。拂竿不见珊瑚树，登俎真成玳瑁筵。闻道弓衣有人织，兴酣写与布头笺。
1	1	0	0	0	0	0	0	0	0	0	1	送僧法和（一作送亮法师）,达士心无滞，他乡总是家。问经翻贝叶，论法指莲花。欲契真空义，先开智慧芽。不知飞锡后，何外是恒沙。
0	0	1	1	0	1	0	0	0	0	0	0	襄阳早秋寄岑侍郎,江城秋气早，旭旦坐南闱。落叶惊衰鬓，清霜换旅衣。时来矜早达，事往觉前非。体道徒推理，防身终昧微。故人金华省，肃穆秉天机。谁念江汉广，蹉跎心事违。
1	0	0	0	0	0	0	1	0	1	0	1	其二,明月濯濯扬清辉，金风瑟瑟华叶衰。蟋蟀夜深床下啼，起观银汉夜何其。二十八宿罗参差，为君中夜理桐丝。大弦凄急小弦悲，不能终曲涕交垂。人生春华能几时，那能离别长如斯。入门各媚当告谁，噭噭鸿雁向南飞，何不游子偕来归。
1	1	0	0	0	0	0	0	0	0	0	1	十七夜何太仆卢方伯欧文学袁节推过集,江海离心已十霜，衔杯那意在他乡。风尘不断函关气，衣履频趋汉殿香。永夜星河临桂浦，高城钟漏隐长杨。仙郎彩笔谁能似，闻道卿云有和章。
1	1	0	0	0	0	1	0	0	0	0	1	其二,千秋一嘉遇，此别安可知。良时不努力，贱躯欲何为。晨风野萧条，浮云西北驰。河梁临往路，远望令人悲。游子自有怀，悠悠当告谁。
1	1	0	0	0	1	0	0	0	0	0	1	哀岑溪仆薛桂,生者竟何似，死亦徒然耳。死在故乡宅，有父兄妻子。生悲无奈何，死事殊未已。死丧在他乡，死日声遂駬。嗟尔从官游，不著真名氏。将为报其孥，未识何乡里。埋之北原上，累累蛮冢里。春露与秋风，谁其分别此？
0	0	1	1	0	0	0	0	0	0	0	0	其六 北山瀑布泉,云顶白泉飞，珠箔千重挂。仙衣惊尽湿，彷佛香炉下。
1	1	0	0	0	0	0	0	0	0	0	1	贺周文郁得子,都城产子甫胜冠，十八年来又此欢。笑我两叨汤饼会，他乡仍作故园看。一门谱续宗支茂，九地心知伯氏宽。向老铨专还展限，天留福地在长安。
0	1	0	0	1	0	0	0	0	0	0	0	哭尊大人领省,孤儿泪眼空流血，一夜不知浑白发。宝灯轮毕新记成，梦断疏钟吼残月。白云隐隐入青冥，生死悠悠两长诀。人閒天上父子情，遗愤有身终尽雪。
0	0	0	0	0	0	1	0	0	0	0	1	和钱博士先生除夕感怀韵（仲益）,京华住久客囊殚，对影萧然守岁阑。酒浸屠苏怜独饮，盘堆苜蓿共谁飧。家山梦在相思切，心事逢人欲说难。年复一年多白发，驻颜何处觅金丹。
